Protein,Gene,Bio,Bio,Bio,Bio,Bio,Bio,Dox,Dox,Dox,Dox,Dox,Dox,DoxBio,DoxBio,DoxBio,DoxBio,DoxBio,DoxBio,DoxBio750,DoxBio750,DoxBio750,DoxBio750,DoxBio750,DoxBio750,DoxBio821,DoxBio821,DoxBio821,DoxBio821,DoxBio821,DoxBio821,DoxBioAF,DoxBioAF,DoxBioAF,DoxBioAF,DoxBioAF,DoxBioAF,DoxBioAF750,DoxBioAF750,DoxBioAF750,DoxBioAF750,DoxBioAF750,DoxBioAF750,DoxBioAF821,DoxBioAF821,DoxBioAF821,DoxBioAF821,DoxBioAF821,DoxBioAF821
Cluster of Endoplasmin OS=Homo sapiens OX=9606 GN=HSP90B1 PE=1 SV=1 (ENPL_HUMAN),ENPL_HUMAN [2],2,5,1,3,0,0,7,7,2,0,1,3,0,0,0,0,2,2,0,0,0,0,0,0,7,7,0,0,0,0,10,10,7,6,7,9,1,2,0,0,0,0,0,0,0,0,1,2
"ATP synthase subunit beta, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1B PE=1 SV=3",ATPB_HUMAN,3,4,2,2,0,0,8,8,1,2,1,2,1,0,0,0,3,4,0,0,0,0,0,0,3,4,0,0,0,0,8,9,7,7,8,7,0,1,0,0,0,0,0,0,0,0,1,0
Tudor domain-containing protein 15 OS=Homo sapiens OX=9606 GN=TDRD15 PE=2 SV=1,TDR15_HUMAN,1,1,1,2,1,1,3,3,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Delta(14)-sterol reductase LBR OS=Homo sapiens OX=9606 GN=LBR PE=1 SV=2,LBR_HUMAN-DECOY,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens OX=9606 GN=HNRNPA1 PE=1 SV=5,ROA1_HUMAN,3,3,0,1,0,0,7,7,2,2,1,2,1,0,1,1,1,1,2,1,0,0,1,2,1,3,0,0,0,0,7,8,3,5,6,7,1,2,0,0,2,1,0,0,0,0,2,1
Cluster of Tubulin alpha-1B chain OS=Homo sapiens OX=9606 GN=TUBA1B PE=1 SV=1 (TBA1B_HUMAN),TBA1B_HUMAN [4],5,4,3,2,0,0,6,6,3,3,2,1,1,0,1,1,2,2,1,1,0,0,0,1,4,5,0,0,1,1,9,9,4,4,2,5,0,1,1,0,2,0,1,1,1,0,2,1
60S ribosomal protein L19 OS=Homo sapiens OX=9606 GN=RPL19 PE=1 SV=1,RL19_HUMAN,2,2,1,1,2,1,2,2,1,2,1,0,1,2,1,2,2,2,1,1,1,1,1,1,2,1,0,1,2,2,2,2,2,2,1,1,2,1,2,2,2,2,0,1,1,1,1,1
Cluster of Transgelin-2 OS=Homo sapiens OX=9606 GN=TAGLN2 PE=1 SV=3 (TAGL2_HUMAN),TAGL2_HUMAN [2],2,1,1,0,0,0,2,2,0,0,0,0,1,1,0,1,0,1,0,2,1,2,1,3,4,4,4,3,2,1,2,1,2,2,2,2,1,2,2,1,2,1,5,2,3,3,3,2
Cluster of Alpha-actinin-4 OS=Homo sapiens OX=9606 GN=ACTN4 PE=1 SV=2 (ACTN4_HUMAN),ACTN4_HUMAN [4],1,4,1,2,0,0,9,9,1,1,2,2,0,0,0,0,1,0,0,0,0,0,1,0,5,6,0,0,0,0,13,16,6,7,3,5,0,0,0,0,0,0,0,0,1,0,1,2
Neural cell adhesion molecule L1 OS=Homo sapiens OX=9606 GN=L1CAM PE=1 SV=2,L1CAM_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
BTB/POZ domain-containing protein KCTD20 OS=Homo sapiens OX=9606 GN=KCTD20 PE=1 SV=1,KCD20_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1
"39S ribosomal protein L35, mitochondrial OS=Homo sapiens OX=9606 GN=MRPL35 PE=1 SV=3",RM35_HUMAN,2,1,0,0,0,0,0,0,1,0,1,2,3,2,1,2,2,2,4,3,3,3,2,3,3,4,3,2,3,3,3,2,3,3,3,3,3,4,4,4,4,3,3,3,3,3,4,2
Cluster of Transforming acidic coiled-coil-containing protein 1 OS=Homo sapiens OX=9606 GN=TACC1 PE=1 SV=2 (TACC1_HUMAN),TACC1_HUMAN [2],0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,2,4,4,4,6,5,4,4,2,2,2,3,0,2,1,0,1,1,4,3,5,3,2,4,2,4,3,2,2,1
MICOS complex subunit MIC60 OS=Homo sapiens OX=9606 GN=IMMT PE=1 SV=1,MIC60_HUMAN,2,2,2,2,1,1,3,3,2,1,1,2,2,1,2,1,2,2,1,1,1,2,0,1,1,2,2,2,2,2,4,4,2,2,1,1,1,2,1,1,1,2,2,1,2,2,1,2
Cluster of Ezrin OS=Homo sapiens OX=9606 GN=EZR PE=1 SV=4 (EZRI_HUMAN),EZRI_HUMAN [3],3,2,1,2,0,0,6,6,2,2,2,2,1,1,2,0,2,3,2,0,0,0,4,0,4,4,0,0,0,3,7,7,4,5,1,5,2,3,0,0,0,0,0,0,0,1,2,0
Cysteine-rich protein 2-binding protein OS=Homo sapiens OX=9606 GN=KAT14 PE=1 SV=3,CSR2B_HUMAN-DECOY,1,1,1,1,1,1,2,2,1,1,1,2,1,1,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Voltage-dependent anion-selective channel protein 2 OS=Homo sapiens OX=9606 GN=VDAC2 PE=1 SV=2,VDAC2_HUMAN,2,2,2,2,0,0,3,3,2,2,2,2,1,0,2,2,3,3,1,0,0,0,1,1,1,2,0,0,0,0,3,5,3,3,4,3,2,1,0,0,0,0,0,0,0,0,2,1
Cluster of Ras-related protein Rab-11A OS=Homo sapiens OX=9606 GN=RAB11A PE=1 SV=3 (RB11A_HUMAN),RB11A_HUMAN [3],1,1,1,0,0,0,2,2,2,2,2,2,0,0,2,0,2,1,1,1,1,1,1,1,3,3,1,0,1,0,4,3,3,4,3,4,3,2,2,1,1,1,1,0,1,1,3,2
Claspin OS=Homo sapiens OX=9606 GN=CLSPN PE=1 SV=3,CLSPN_HUMAN-DECOY,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
60S ribosomal protein L6 OS=Homo sapiens OX=9606 GN=RPL6 PE=1 SV=3,RL6_HUMAN,1,1,2,1,2,1,5,5,2,2,1,0,1,1,2,3,3,2,0,0,0,0,1,3,4,3,1,2,2,2,5,5,4,2,1,2,1,3,2,1,3,4,1,2,2,2,1,2
Syntaxin-5 OS=Homo sapiens OX=9606 GN=STX5 PE=1 SV=2,STX5_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,1,2,5,5,4,5,2,1,1,1,1,1,1,0,3,2,2,2,3,2,5,5,4,5,2,3
Rho GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARHGAP1 PE=1 SV=1,RHG01_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,1,3,6,5,4,1,3,1,1,0,0,1,1,2,1,2,2,1,2,4,7,6,6,6,5
Inactive tyrosine-protein kinase PEAK1 OS=Homo sapiens OX=9606 GN=PEAK1 PE=1 SV=4,PEAK1_HUMAN-DECOY,2,2,2,2,2,1,2,2,2,1,1,1,2,3,1,3,2,2,2,2,1,1,1,1,1,1,1,1,3,1,2,2,2,1,2,1,2,1,1,2,2,1,1,2,1,1,1,1
Ras/Rap GTPase-activating protein SynGAP OS=Homo sapiens OX=9606 GN=SYNGAP1 PE=1 SV=4,SYGP1_HUMAN,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Protein disulfide-isomerase OS=Homo sapiens OX=9606 GN=P4HB PE=1 SV=3,PDIA1_HUMAN,2,2,2,4,0,0,7,7,0,0,2,0,0,0,0,0,2,2,1,0,0,0,0,0,5,6,0,0,0,0,11,10,6,5,4,4,1,1,0,0,0,0,0,0,0,0,4,0
Catalase OS=Homo sapiens OX=9606 GN=CAT PE=1 SV=3,CATA_HUMAN,2,2,2,2,0,1,0,0,2,1,1,1,0,1,2,3,3,2,3,4,1,2,2,2,2,0,3,2,2,2,1,3,3,1,1,1,2,2,0,0,0,1,0,1,0,0,0,1
"Elongation factor Tu, mitochondrial OS=Homo sapiens OX=9606 GN=TUFM PE=1 SV=2",EFTU_HUMAN,1,1,4,3,0,0,4,4,2,1,2,1,0,0,1,1,3,2,0,0,0,0,1,0,3,4,0,0,0,0,6,6,3,2,6,5,1,1,0,1,0,0,0,0,1,0,2,1
Delta(14)-sterol reductase LBR OS=Homo sapiens OX=9606 GN=LBR PE=1 SV=2,LBR_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2,1,1,2,2,2,1,3,3,2,0,3,4,2,2,0,0,3,1,3,3,3,3,4,3,1,4,3,2,2,3
Zinc finger FYVE domain-containing protein 16 OS=Homo sapiens OX=9606 GN=ZFYVE16 PE=1 SV=3,ZFY16_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,4,2,4,4,5,7,2,4,8,8,6,7,4,3
Extended synaptotagmin-1 OS=Homo sapiens OX=9606 GN=ESYT1 PE=1 SV=1,ESYT1_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,2,3,5,3,3,3,3,3,1,3,0,1,1,2,1,1,4,4,2,1,1,1,2,4,2,2,1,3
60S ribosomal protein L8 OS=Homo sapiens OX=9606 GN=RPL8 PE=1 SV=2,RL8_HUMAN,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,2,1,1,1,2,2,1,3,3,1,2,2,1,2,1,2,2,1,2,0,2,2,1
Calcium-binding mitochondrial carrier protein SCaMC-2 OS=Homo sapiens OX=9606 GN=SLC25A25 PE=1 SV=1,SCMC2_HUMAN-DECOY,1,1,1,1,1,0,0,0,0,2,1,0,1,2,1,1,1,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,1,1
Separin OS=Homo sapiens OX=9606 GN=ESPL1 PE=1 SV=3,ESPL1_HUMAN,0,1,1,1,0,1,1,1,2,1,2,1,1,1,1,1,0,2,2,2,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,2,1,1,0,1,0,1,1,1,2,1,1,1
TRIO and F-actin-binding protein OS=Homo sapiens OX=9606 GN=TRIOBP PE=1 SV=3,TARA_HUMAN,2,2,1,1,0,2,4,4,1,1,1,3,2,1,2,5,0,2,0,1,1,2,3,2,1,2,2,2,3,3,2,5,1,1,1,2,5,1,2,1,2,2,4,3,2,2,1,1
Small nuclear ribonucleoprotein-associated proteins B and B' OS=Homo sapiens OX=9606 GN=SNRPB PE=1 SV=2,RSMB_HUMAN-DECOY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1,1
Arf-GAP domain and FG repeat-containing protein 1 OS=Homo sapiens OX=9606 GN=AGFG1 PE=1 SV=2,AGFG1_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,2,2,2,0,0,2,2,2,2,1,2,1,1,2,2,3,3,2,2,2,2,2,2,2,2,3,3,3,3
Tyrosine-protein phosphatase non-receptor type 1 OS=Homo sapiens OX=9606 GN=PTPN1 PE=1 SV=1,PTN1_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,2,2,5,4,2,3,4,4,3,0,2,0,0,1,0,4,3,2,1,1,1,3,3,2,3,3,3
"ATP synthase subunit alpha, mitochondrial OS=Homo sapiens OX=9606 GN=ATP5F1A PE=1 SV=1",ATPA_HUMAN,3,3,2,1,0,0,5,5,1,2,1,0,0,0,0,0,2,3,1,1,0,0,0,0,3,2,0,0,0,0,4,5,4,5,3,3,1,1,0,0,1,0,0,0,0,0,1,1
Probable maltase-glucoamylase 2 OS=Homo sapiens OX=9606 GN=MGAM2 PE=2 SV=3,MGAL_HUMAN-DECOY,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1
Cluster of Protein scribble homolog OS=Homo sapiens OX=9606 GN=SCRIB PE=1 SV=4 (SCRIB_HUMAN),SCRIB_HUMAN [2],2,2,2,1,1,2,1,1,1,2,3,1,1,1,1,1,1,1,2,1,1,2,1,1,2,2,3,4,1,2,1,1,2,3,2,1,1,1,2,2,1,1,2,3,2,2,1,1
Triosephosphate isomerase OS=Homo sapiens OX=9606 GN=TPI1 PE=1 SV=4,TPIS_HUMAN,3,1,2,2,0,0,5,5,2,3,3,2,0,0,1,1,2,2,0,0,0,0,1,2,3,4,0,0,0,0,5,9,5,5,5,3,2,2,0,0,1,0,0,0,0,0,0,0
Epidermal growth factor receptor substrate 15-like 1 OS=Homo sapiens OX=9606 GN=EPS15L1 PE=1 SV=1,EP15R_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,1,2,5,5,3,2,2,1,1,2,4,4,1,2,4,5,6,4,4,2
Calmodulin-binding transcription activator 2 OS=Homo sapiens OX=9606 GN=CAMTA2 PE=1 SV=3,CMTA2_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
Fructose-bisphosphate aldolase A OS=Homo sapiens OX=9606 GN=ALDOA PE=1 SV=2,ALDOA_HUMAN,3,4,2,3,0,0,7,7,1,1,1,1,0,0,0,1,2,2,0,0,0,0,0,0,4,5,0,0,1,1,6,5,5,3,2,4,0,0,0,0,0,0,0,0,0,0,0,1
Zinc finger CCCH-type antiviral protein 1 OS=Homo sapiens OX=9606 GN=ZC3HAV1 PE=1 SV=3,ZCCHV_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,1,1,1,3,5,5,4,4,2,1,2,1,1,0,3,1,3,2,0,1,3,0,3,2,3,2,1,0
Nucleolin OS=Homo sapiens OX=9606 GN=NCL PE=1 SV=3,NUCL_HUMAN,1,1,2,3,0,0,5,5,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,3,0,0,0,0,8,8,5,4,2,1,0,0,0,0,0,0,0,0,0,0,1,0
Erbin OS=Homo sapiens OX=9606 GN=ERBIN PE=1 SV=2,ERBIN_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,5,5,4,3,7,7,6,5,6,5,6,0,1,0,1,1,0,2,1,1,2,3,0,5,3,5,4,0,0
Protein S100-A9 OS=Homo sapiens OX=9606 GN=S100A9 PE=1 SV=1,S10A9_HUMAN,4,4,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,1,1,2,1,1,0,0,2,2,2,1,1,1,0,2,1,1,1,2,0,1,0,1,0,2,2,1,1,1,1
Aldehyde dehydrogenase family 3 member A2 OS=Homo sapiens OX=9606 GN=ALDH3A2 PE=1 SV=1,AL3A2_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1,2,2,2,2,1,2,1,0,1,1,0,0,3,3,3,3,2,4,3,3,3,2,4,1
Protein disulfide-isomerase A3 OS=Homo sapiens OX=9606 GN=PDIA3 PE=1 SV=4,PDIA3_HUMAN,1,0,2,2,0,0,4,4,1,0,1,1,0,0,0,1,2,2,0,1,1,0,0,1,3,2,0,0,1,1,4,6,4,4,4,3,2,0,0,0,0,1,0,0,1,0,1,1
60S ribosomal protein L28 OS=Homo sapiens OX=9606 GN=RPL28 PE=1 SV=3,RL28_HUMAN,0,0,0,0,0,0,2,2,2,2,1,2,2,0,1,3,3,2,2,1,1,1,1,1,2,3,2,3,1,3,3,2,3,1,2,3,3,3,3,2,2,3,1,2,3,3,1,0
Cluster of CLIP-associating protein 1 OS=Homo sapiens OX=9606 GN=CLASP1 PE=1 SV=1 (CLAP1_HUMAN-DECOY),CLAP1_HUMAN-DECOY [2],1,1,1,2,1,1,3,3,1,1,2,1,2,2,3,1,1,2,0,1,2,1,1,1,1,1,1,1,1,1,2,1,2,2,1,1,1,1,1,0,4,3,1,0,2,2,1,0
"Stress-70 protein, mitochondrial OS=Homo sapiens OX=9606 GN=HSPA9 PE=1 SV=2",GRP75_HUMAN,0,0,0,0,0,0,7,7,0,0,1,1,0,0,0,0,3,2,0,0,0,0,0,0,1,4,0,0,0,0,9,5,4,6,4,5,0,0,0,0,0,0,0,0,0,0,1,0
Coronin-1B OS=Homo sapiens OX=9606 GN=CORO1B PE=1 SV=1,COR1B_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,3,2,3,2,2,2,1,1,1,1,2,3,1,1,1,0,1,1,2,3,1,1,0,0,3,3,2,4,1,2
Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=2,NPM_HUMAN,2,2,2,0,0,0,3,3,0,2,2,3,1,0,0,0,1,1,1,0,0,0,1,0,1,2,0,0,0,0,2,2,3,3,3,2,1,1,1,0,1,1,0,0,1,1,0,0
Ubiquitin-60S ribosomal protein L40 OS=Homo sapiens OX=9606 GN=UBA52 PE=1 SV=2,RL40_HUMAN (+2),0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,1,2,2,0,0,0,0,2,2,1,1,0,0,0,1,1,2,1,1,2,1,2,0,0,1,0,1,0,1,0,1,1,0
GRB2-associated-binding protein 1 OS=Homo sapiens OX=9606 GN=GAB1 PE=1 SV=2,GAB1_HUMAN,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,3,0,2,2,2,1,3,2,3,2,1,2,2,2,0,2,0,1,1,2,3,0,2,1,1,1,1,1,2,2,2,2
"Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating OS=Homo sapiens OX=9606 GN=NSDHL PE=1 SV=2",NSDHL_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,2,2,2,2,2,1,1,0,1,1,2,4,3,2,1,1,2,2,1,3,1,1,1,0,1
40S ribosomal protein S8 OS=Homo sapiens OX=9606 GN=RPS8 PE=1 SV=2,RS8_HUMAN,0,1,1,1,0,0,2,2,1,1,1,0,0,1,1,1,4,4,0,0,0,0,2,0,1,1,0,0,1,1,4,5,4,3,3,1,0,0,0,0,1,1,1,0,1,1,0,1
Golgi reassembly-stacking protein 2 OS=Homo sapiens OX=9606 GN=GORASP2 PE=1 SV=3,GORS2_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,2,1,1,1,1,2,3,3,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,4,2,2,2
Protein ILRUN OS=Homo sapiens OX=9606 GN=ILRUN PE=1 SV=2,ILRUN_HUMAN-DECOY,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1
Synaptobrevin homolog YKT6 OS=Homo sapiens OX=9606 GN=YKT6 PE=1 SV=1,YKT6_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,2,2,2,1,1,2,3,1,2,2,3,0,0,0,1,0,0,1,1,0,1,1,1,2,2,1,1,3,2
Retinol dehydrogenase 12 OS=Homo sapiens OX=9606 GN=RDH12 PE=1 SV=3,RDH12_HUMAN,1,1,2,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2,1,1,2,0,1,1,1,0,0,1,1,2,1,1,0,1,1,1,2,1,0
Myoferlin OS=Homo sapiens OX=9606 GN=MYOF PE=1 SV=1,MYOF_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,6,5,3,5,4,1,0,3,0,0,0,0,1,1,4,2,2,0,5,4,7,3,4,3
Beta-taxilin OS=Homo sapiens OX=9606 GN=TXLNB PE=1 SV=3,TXLNB_HUMAN-DECOY,1,1,2,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,0,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Protein LYRIC OS=Homo sapiens OX=9606 GN=MTDH PE=1 SV=2,LYRIC_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,2,3,1,2,3,4,3,2,2,0,0,0,0,0,1,2,4,2,1,1,3,2,2,4,2,2,2
Ubiquitin-conjugating enzyme E2 J1 OS=Homo sapiens OX=9606 GN=UBE2J1 PE=1 SV=2,UB2J1_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,1,1,2,2,1,3,1,0,1,2,2,1,1,2,1,2,2,3,2,1,1,3,3,1,2,1,1
Plakophilin-1 OS=Homo sapiens OX=9606 GN=PKP1 PE=1 SV=2,PKP1_HUMAN,4,3,2,3,0,0,0,0,2,2,0,0,1,1,3,3,2,3,3,2,1,1,2,2,0,0,2,2,0,0,0,0,3,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0
Probable ATP-dependent RNA helicase DDX5 OS=Homo sapiens OX=9606 GN=DDX5 PE=1 SV=1,DDX5_HUMAN,0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,4,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
60S ribosomal protein L29 OS=Homo sapiens OX=9606 GN=RPL29 PE=1 SV=2,RL29_HUMAN,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1
60S ribosomal protein L15 OS=Homo sapiens OX=9606 GN=RPL15 PE=1 SV=2,RL15_HUMAN,2,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,2,2,1,1,2,2,1,1,1,1,0,0,2,1,3,2,0,1,2,2,1,1,1,2,2,2,0,0,0,0,1,0
Ubiquitin carboxyl-terminal hydrolase 37 OS=Homo sapiens OX=9606 GN=USP37 PE=1 SV=2,UBP37_HUMAN,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
60S ribosomal protein L7a OS=Homo sapiens OX=9606 GN=RPL7A PE=1 SV=2,RL7A_HUMAN,1,2,0,0,0,0,3,3,2,0,1,2,1,1,1,1,2,2,1,1,1,0,0,0,2,2,0,1,1,2,3,4,4,3,3,3,1,1,1,1,1,2,2,1,1,0,2,2
Torsin-1A-interacting protein 1 OS=Homo sapiens OX=9606 GN=TOR1AIP1 PE=1 SV=2,TOIP1_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,1,1,3,3,4,2,3,3,2,2,1,1,0,2,1,0,0,0,0,1,5,3,2,1,3,1
Band 4.1-like protein 1 OS=Homo sapiens OX=9606 GN=EPB41L1 PE=1 SV=2,E41L1_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,5,3,3,6,6,2,3,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0
Cluster of Trypsin-1 OS=Homo sapiens OX=9606 GN=PRSS1 PE=1 SV=1 (TRY1_HUMAN),TRY1_HUMAN [2],0,0,1,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1
40S ribosomal protein S18 OS=Homo sapiens OX=9606 GN=RPS18 PE=1 SV=3,RS18_HUMAN,0,0,0,1,0,0,3,3,2,3,0,1,0,0,1,1,2,2,0,0,0,0,0,0,3,2,0,0,0,0,3,4,3,2,3,3,0,0,0,0,1,0,0,0,0,0,1,1
Microsomal glutathione S-transferase 1 OS=Homo sapiens OX=9606 GN=MGST1 PE=1 SV=1,MGST1_HUMAN,0,0,1,2,0,0,2,2,1,1,1,1,0,0,1,1,2,2,0,0,0,0,0,0,1,0,0,0,0,0,3,3,2,2,3,3,1,1,0,0,0,0,0,0,0,0,0,0
Ras-related protein Rab-7a OS=Homo sapiens OX=9606 GN=RAB7A PE=1 SV=1,RAB7A_HUMAN,0,0,0,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,1,2,0,0,0,0,2,2,2,2,3,2,2,2,0,1,1,0,1,1,1,1,1,1
Coatomer subunit beta OS=Homo sapiens OX=9606 GN=COPB1 PE=1 SV=3,COPB_HUMAN-DECOY,1,0,1,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
SH3 domain and tetratricopeptide repeat-containing protein 2 OS=Homo sapiens OX=9606 GN=SH3TC2 PE=1 SV=2,S3TC2_HUMAN-DECOY,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,0,1,0,1,1,3,1,2,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1
Integrin beta-1 OS=Homo sapiens OX=9606 GN=ITGB1 PE=1 SV=2,ITB1_HUMAN,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,2,2,1,4,2,1,4,3,6,6,2,2,1,2,0,0,0,0,2,1,0,2,1,2,2,2,2,3,2,1
EF-hand domain-containing protein D2 OS=Homo sapiens OX=9606 GN=EFHD2 PE=1 SV=1,EFHD2_HUMAN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,3,1,3,3,2,3,1,1,1,1,0,0,2,1,1,1,0,1,0,0,2,3,2,3,4,1
Proliferation marker protein Ki-67 OS=Homo sapiens OX=9606 GN=MKI67 PE=1 SV=2,KI67_HUMAN,2,1,1,1,0,1,2,2,2,1,1,2,1,1,1,1,3,1,0,3,0,1,1,1,1,1,1,2,2,0,1,3,2,4,2,1,2,1,1,1,1,1,2,0,3,2,1,1
Advillin OS=Homo sapiens OX=9606 GN=AVIL PE=1 SV=3,AVIL_HUMAN,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,2,1,0,1,1,1,1,1,1,1,1,1,0
